theta_initial_deg,x_f_m,h_f_m,V_f_mps,a_x_f_mps2,a_h_f_mps2,T_s,qp_exitflag,qp_max_slack,kkt_rmse_path_m,kkt_rmse_x_m,kkt_rmse_h_m,kkt_rmse_speed_mps,kkt_rmse_accel_mps2,kkt_max_abs_x_m,kkt_max_abs_h_m,kkt_endpoint_x_error_m,kkt_endpoint_h_error_m,kkt_norm_rmse_path_pct,kkt_fit_score,rt_preview_rmse_path_m,rt_preview_rmse_x_m,rt_preview_rmse_h_m,rt_preview_rmse_speed_mps,rt_preview_rmse_accel_mps2,rt_preview_max_abs_x_m,rt_preview_max_abs_h_m,rt_preview_endpoint_x_error_m,rt_preview_endpoint_h_error_m,rt_preview_norm_rmse_path_pct,rt_preview_fit_score
40,40,10,9,1,0,5.5,1,0.232801804962143,1.61532349501427,0.627530255058653,1.48844743693929,0.882973301409109,1.70166076040873,1.13115635358095,2.97657257426933,-1.25055521493778e-11,9.54969436861575e-12,3.9177349349916,19.2338252492866,0.0775452364967734,0.0743520618617692,0.0220235010896123,0.0446900584738524,0.0923935597077675,0.0899308542668038,0.0392817781167518,0,0,0.188074824023352,96.1227381751613
